ObjectClass,Name,whenCreated,whenChanged,DistinguishedName
"top, attributeSchema",meetingIP,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-net-ieee-80211-GP-PolicyReserved,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Original-Display-Table,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Trust-Auth-Outgoing,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-cloudExtensionAttribute5,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",Creator,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",meetingIsEncrypted,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-net-ieee-8023-GP-PolicyGUID,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Original-Display-Table-MSDOS,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Trust-Direction,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-cloudExtensionAttribute6,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-DS-Az-Task,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",NisMap,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",CRL-Object,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",meetingKeyword,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-net-ieee-8023-GP-PolicyData,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Other-Login-Workstations,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Trust-Parent,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-cloudExtensionAttribute7,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",CRL-Partitioned-Revocation-List,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",meetingLanguage,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-net-ieee-8023-GP-PolicyReserved,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Other-Mailbox,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Trust-Partner,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-cloudExtensionAttribute8,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-DS-Optional-Feature,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",NisObject,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",Cross-Certificate-Pair,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",meetingLocation,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-PKI-Cert-Template-OID,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Other-Name,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Trust-Posix-Offset,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-cloudExtensionAttribute9,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",Curr-Machine-Id,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",meetingMaxParticipants,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-PKI-Certificate-Application-Policy,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Other-Well-Known-Objects,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Trust-Type,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-cloudExtensionAttribute10,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-DS-Password-Settings,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",IEEE802Device,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",Current-Location,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",meetingName,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-PKI-Certificate-Name-Flag,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Owner,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",UAS-Compat,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-cloudExtensionAttribute11,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",Current-Parent-CA,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",meetingOriginator,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-PKI-Certificate-Policy,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Package-Flags,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",uid,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-cloudExtensionAttribute12,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-DS-Password-Settings-Container,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",BootableDevice,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",Current-Value,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",meetingOwner,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-PKI-Credential-Roaming-Tokens,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Package-Name,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",UNC-Name,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-cloudExtensionAttribute13,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",DBCS-Pwd,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",meetingProtocol,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-PKI-Enrollment-Flag,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Package-Type,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Unicode-Pwd,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-cloudExtensionAttribute14,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-DS-Quota-Container,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",msSFU-30-Mail-Aliases,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",Default-Class-Store,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",meetingRating,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-PKI-Enrollment-Servers,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Parent-CA,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",uniqueIdentifier,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-cloudExtensionAttribute15,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",Default-Group,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",meetingRecurrence,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-PKI-Minimal-Key-Size,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Parent-CA-Certificate-Chain,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",uniqueMember,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-cloudExtensionAttribute16,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-DS-Quota-Control,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",msSFU-30-Net-Id,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",Default-Hiding-Value,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",meetingScope,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-PKI-OID-Attribute,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Parent-GUID,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",unstructuredAddress,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-cloudExtensionAttribute17,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",Default-Local-Policy-Object,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",meetingStartTime,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-PKI-OID-CPS,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Partial-Attribute-Deletion-List,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",unstructuredName,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-cloudExtensionAttribute18,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-DS-Managed-Service-Account,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",msSFU-30-Domain-Info,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",Default-Object-Category,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",meetingType,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-PKI-OID-LocalizedName,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Partial-Attribute-Set,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Upgrade-Product-Code,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-cloudExtensionAttribute19,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",Default-Priority,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",meetingURL,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-PKI-OID-User-Notice,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Pek-Key-Change-Interval,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",UPN-Suffixes,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-cloudExtensionAttribute20,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-Exch-Configuration-Container,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",msSFU-30-Network-User,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",Default-Security-Descriptor,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Member,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-PKI-Private-Key-Flag,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Pek-List,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",User-Account-Control,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-Issuer-Certificates,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",Delta-Revocation-List,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",MHS-OR-Address,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-PKI-Site-Name,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Pending-CA-Certificates,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",User-Cert,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-Registration-Quota,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-DFSR-LocalSettings,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",msSFU-30-NIS-Map-Config,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",Department,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Min-Pwd-Age,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-PKI-Supersede-Templates,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Pending-Parent-CA,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",User-Comment,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-Maximum-Registration-Inactivity-Period,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",departmentNumber,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Min-Pwd-Length,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-PKI-Template-Minor-Revision,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Per-Msg-Dialog-Display-Table,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",User-Parameters,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-Device-Location,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-DFSR-Subscriber,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-net-ieee-80211-GroupPolicy,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",Description,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Min-Ticket-Age,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-PKI-Template-Schema-Version,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Per-Recip-Dialog-Display-Table,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",User-Password,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-Registered-Owner,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",Desktop-Profile,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Modified-Count,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-PKI-RA-Application-Policies,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Personal-Title,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",userClass,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-Registered-Users,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-DFSR-Subscription,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-net-ieee-8023-GroupPolicy,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",Destination-Indicator,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Modified-Count-At-Last-Prom,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-PKI-RA-Policies,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Phone-Fax-Other,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",userPKCS12,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-Approximate-Last-Logon-Time-Stamp,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",dhcp-Classes,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Modify-Time-Stamp,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-PKI-RA-Signature,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Phone-Home-Other,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",User-Principal-Name,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-Is-Enabled,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-DFSR-GlobalSettings,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-FVE-RecoveryInformation,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",dhcp-Flags,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Moniker,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-PKI-RoamingTimeStamp,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Phone-Home-Primary,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",User-Shared-Folder,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-Device-OS-Type,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",dhcp-Identification,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Moniker-Display-Name,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-PKI-DPAPIMasterKeys,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Phone-Ip-Other,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",User-Shared-Folder-Other,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-Device-OS-Version,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-DFSR-ReplicationGroup,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-DFS-Deleted-Link-v2,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",dhcp-Mask,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Move-Tree-State,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-PKI-AccountCredentials,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Phone-Ip-Primary,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",User-SMIME-Certificate,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-Device-Physical-IDs,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",dhcp-MaxKey,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-COM-DefaultPartitionLink,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-RRAS-Attribute,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Phone-ISDN-Primary,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",User-Workstations,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-Device-ID,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-DFSR-Content,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-DFS-Link-v2,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",dhcp-Obj-Description,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-COM-ObjectId,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-RRAS-Vendor-Attribute-Entry,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Phone-Mobile-Other,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",USN-Changed,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-Device-Object-Version,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",dhcp-Obj-Name,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-COM-PartitionLink,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-RADIUS-FramedInterfaceId,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Phone-Mobile-Primary,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",USN-Created,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-Is-Member-Of-DL-Transitive,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-DFSR-ContentSet,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-DFS-Namespace-Anchor,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",dhcp-Options,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-COM-PartitionSetLink,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-RADIUS-SavedFramedInterfaceId,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Phone-Office-Other,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",USN-DSA-Last-Obj-Removed,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-Member-Transitive,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",dhcp-Properties,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-COM-UserLink,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-RADIUS-FramedIpv6Prefix,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Phone-Pager-Other,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",USN-Intersite,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-Parent-Dist-Name,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-DFSR-Topology,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-DFS-Namespace-v2,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",dhcp-Ranges,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-COM-UserPartitionSetLink,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-RADIUS-SavedFramedIpv6Prefix,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Phone-Pager-Primary,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",USN-Last-Obj-Rem,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-Preferred-Data-Location,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",Address-Book-Roots2,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",dhcp-Reservations,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",MS-DRM-Identity-Certificate,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-RADIUS-FramedIpv6Route,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",photo,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",USN-Source,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-Repl-Value-Meta-Data-Ext,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-DFSR-Member,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",Global-Address-List2,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",dhcp-Servers,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-DS-Additional-Dns-Host-Name,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-RADIUS-SavedFramedIpv6Route,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Physical-Delivery-Office-Name,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Valid-Accesses,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-Drs-Farm-ID,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",Template-Roots2,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",dhcp-Sites,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",ms-DS-Additional-Sam-Account-Name,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",MS-SQL-Name,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Physical-Location-Object,11/10/2017 7:25:44 PM,11/10/2017 7:25:44 PM,
"top, attributeSchema",Vendor,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, attributeSchema",ms-DS-Issuer-Public-Certificates,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
"top, classSchema",ms-DFSR-Connection,11/10/2017 7:25:45 PM,11/10/2017 7:25:45 PM,
